name,owner,url,stars,age_days,merged_prs,total_releases,days_since_update,primary_language,total_issues,closed_issues,closed_issues_ratio,forks,description
funNLP,fighting41love,https://github.com/fighting41love/funNLP,75564,2556,0,0,0,Python,0,0,0,14962,"中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术系列报告、自然语言生成、NLU太难了系列、自动对联数据及机器人、用户名黑名单列表、罪名法务名词及分类模型、微信公众号语料、cs224n深度学习自然语言处理课程、中文手写汉字识别、中文自然语言处理 语料/数据集、变量命名神器、分词语料库+代码、任务型对话英文数据集、ASR 语音数据集 + 基于深度学习的中文语音识别系统、笑声检测器、Microsoft多语言数字/单位/如日期时间识别包、中华新华字典数据库及api(包括常用歇后语、成语、词语和汉字)、文档图谱自动生成、SpaCy 中文模型、Common Voice语音识别数据集新版、神经网络关系抽取、基于bert的命名实体识别、关键词(Keyphrase)抽取包pke、基于医疗领域知识图谱的问答系统、基于依存句法与语义角色标注的事件三元组抽取、依存句法分析4万句高质量标注数据、cnocr：用来做中文OCR的Python3包、中文人物关系知识图谱项目、中文nlp竞赛项目及代码汇总、中文字符数据、speech-aligner: 从“人声语音”及其“语言文本”产生音素级别时间对齐标注的工具、AmpliGraph: 知识图谱表示学习(Python)库：知识图谱概念链接预测、Scattertext 文本可视化(python)、语言/知识表示工具：BERT & ERNIE、中文对比英文自然语言处理NLP的区别综述、Synonyms中文近义词工具包、HarvestText领域自适应文本挖掘工具（新词发现-情感分析-实体链接等）、word2word：(Python)方便易用的多语言词-词对集：62种语言/3,564个多语言对、语音识别语料生成工具：从具有音频/字幕的在线视频创建自动语音识别(ASR)语料库、构建医疗实体识别的模型（包含词典和语料标注）、单文档非监督的关键词抽取、Kashgari中使用gpt-2语言模型、开源的金融投资数据提取工具、文本自动摘要库TextTeaser: 仅支持英文、人民日报语料处理工具集、一些关于自然语言的基本模型、基于14W歌曲知识库的问答尝试--功能包括歌词接龙and已知歌词找歌曲以及歌曲歌手歌词三角关系的问答、基于Siamese bilstm模型的相似句子判定模型并提供训练数据集和测试数据集、用Transformer编解码模型实现的根据Hacker News文章标题自动生成评论、用BERT进行序列标记和文本分类的模板代码、LitBank：NLP数据集——支持自然语言处理和计算人文学科任务的100部带标记英文小说语料、百度开源的基准信息抽取系统、虚假新闻数据集、Facebook: LAMA语言模型分析，提供Transformer-XL/BERT/ELMo/GPT预训练语言模型的统一访问接口、CommonsenseQA：面向常识的英文QA挑战、中文知识图谱资料、数据及工具、各大公司内部里大牛分享的技术文档 PDF 或者 PPT、自然语言生成SQL语句（英文）、中文NLP数据增强（EDA）工具、英文NLP数据增强工具 、基于医药知识图谱的智能问答系统、京东商品知识图谱、基于mongodb存储的军事领域知识图谱问答项目、基于远监督的中文关系抽取、语音情感分析、中文ULMFiT-情感分析-文本分类-语料及模型、一个拍照做题程序、世界各国大规模人名库、一个利用有趣中文语料库 qingyun 训练出来的中文聊天机器人、中文聊天机器人seqGAN、省市区镇行政区划数据带拼音标注、教育行业新闻语料库包含自动文摘功能、开放了对话机器人-知识图谱-语义理解-自然语言处理工具及数据、中文知识图谱：基于百度百科中文页面-抽取三元组信息-构建中文知识图谱、masr: 中文语音识别-提供预训练模型-高识别率、Python音频数据增广库、中文全词覆盖BERT及两份阅读理解数据、ConvLab：开源多域端到端对话系统平台、中文自然语言处理数据集、基于最新版本rasa搭建的对话系统、基于TensorFlow和BERT的管道式实体及关系抽取、一个小型的证券知识图谱/知识库、复盘所有NLP比赛的TOP方案、OpenCLaP：多领域开源中文预训练语言模型仓库、UER：基于不同语料+编码器+目标任务的中文预训练模型仓库、中文自然语言处理向量合集、基于金融-司法领域(兼有闲聊性质)的聊天机器人、g2pC：基于上下文的汉语读音自动标记模块、Zincbase 知识图谱构建工具包、诗歌质量评价/细粒度情感诗歌语料库、快速转化「中文数字」和「阿拉伯数字」、百度知道问答语料库、基于知识图谱的问答系统、jieba_fast 加速版的jieba、正则表达式教程、中文阅读理解数据集、基于BERT等最新语言模型的抽取式摘要提取、Python利用深度学习进行文本摘要的综合指南、知识图谱深度学习相关资料整理、维基大规模平行文本语料、StanfordNLP 0.2.0：纯Python版自然语言处理包、NeuralNLP-NeuralClassifier：腾讯开源深度学习文本分类工具、端到端的封闭域对话系统、中文命名实体识别：NeuroNER vs. BertNER、新闻事件线索抽取、2019年百度的三元组抽取比赛：“科学空间队”源码、基于依存句法的开放域文本知识三元组抽取和知识库构建、中文的GPT2训练代码、ML-NLP - 机器学习(Machine Learning)NLP面试中常考到的知识点和代码实现、nlp4han:中文自然语言处理工具集(断句/分词/词性标注/组块/句法分析/语义分析/NER/N元语法/HMM/代词消解/情感分析/拼写检查、XLM：Facebook的跨语言预训练语言模型、用基于BERT的微调和特征提取方法来进行知识图谱百度百科人物词条属性抽取、中文自然语言处理相关的开放任务-数据集-当前最佳结果、CoupletAI - 基于CNN+Bi-LSTM+Attention 的自动对对联系统、抽象知识图谱、MiningZhiDaoQACorpus - 580万百度知道问答数据挖掘项目、brat rapid annotation tool: 序列标注工具、大规模中文知识图谱数据：1.4亿实体、数据增强在机器翻译及其他nlp任务中的应用及效果、allennlp阅读理解:支持多种数据和模型、PDF表格数据提取工具 、 Graphbrain：AI开源软件库和科研工具，目的是促进自动意义提取和文本理解以及知识的探索和推断、简历自动筛选系统、基于命名实体识别的简历自动摘要、中文语言理解测评基准，包括代表性的数据集&基准模型&语料库&排行榜、树洞 OCR 文字识别 、从包含表格的扫描图片中识别表格和文字、语声迁移、Python口语自然语言处理工具集(英文)、 similarity：相似度计算工具包，java编写、海量中文预训练ALBERT模型 、Transformers 2.0 、基于大规模音频数据集Audioset的音频增强 、Poplar：网页版自然语言标注工具、图片文字去除，可用于漫画翻译 、186种语言的数字叫法库、Amazon发布基于知识的人-人开放领域对话数据集 、中文文本纠错模块代码、繁简体转换 、 Python实现的多种文本可读性评价指标、类似于人名/地名/组织机构名的命名体识别数据集 、东南大学《知识图谱》研究生课程(资料)、. 英文拼写检查库 、 wwsearch是企业微信后台自研的全文检索引擎、CHAMELEON：深度学习新闻推荐系统元架构 、 8篇论文梳理BERT相关模型进展与反思、DocSearch：免费文档搜索引擎、 LIDA：轻量交互式对话标注工具 、aili - the fastest in-memory index in the East 东半球最快并发索引 、知识图谱车音工作项目、自然语言生成资源大全 、中日韩分词库mecab的Python接口库、中文文本摘要/关键词提取、汉字字符特征提取器 (featurizer)，提取汉字的特征（发音特征、字形特征）用做深度学习的特征、中文生成任务基准测评 、中文缩写数据集、中文任务基准测评 - 代表性的数据集-基准(预训练)模型-语料库-baseline-工具包-排行榜、PySS3：面向可解释AI的SS3文本分类器机器可视化工具 、中文NLP数据集列表、COPE - 格律诗编辑程序、doccano：基于网页的开源协同多语言文本标注工具 、PreNLP：自然语言预处理库、简单的简历解析器，用来从简历中提取关键信息、用于中文闲聊的GPT2模型：GPT2-chitchat、基于检索聊天机器人多轮响应选择相关资源列表(Leaderboards、Datasets、Papers)、(Colab)抽象文本摘要实现集锦(教程 、词语拼音数据、高效模糊搜索工具、NLP数据增广资源集、微软对话机器人框架 、 GitHub Typo Corpus：大规模GitHub多语言拼写错误/语法错误数据集、TextCluster：短文本聚类预处理模块 Short text cluster、面向语音识别的中文文本规范化、BLINK：最先进的实体链接库、BertPunc：基于BERT的最先进标点修复模型、Tokenizer：快速、可定制的文本词条化库、中文语言理解测评基准，包括代表性的数据集、基准(预训练)模型、语料库、排行榜、spaCy 医学文本挖掘与信息提取 、 NLP任务示例项目代码集、 python拼写检查库、chatbot-list - 行业内关于智能客服、聊天机器人的应用和架构、算法分享和介绍、语音质量评价指标(MOSNet, BSSEval, STOI, PESQ, SRMR)、 用138GB语料训练的法文RoBERTa预训练语言模型 、BERT-NER-Pytorch：三种不同模式的BERT中文NER实验、无道词典 - 有道词典的命令行版本，支持英汉互查和在线查询、2019年NLP亮点回顾、 Chinese medical dialogue data 中文医疗对话数据集 、最好的汉字数字(中文数字)-阿拉伯数字转换工具、 基于百科知识库的中文词语多词义/义项获取与特定句子词语语义消歧、awesome-nlp-sentiment-analysis - 情感分析、情绪原因识别、评价对象和评价词抽取、LineFlow：面向所有深度学习框架的NLP数据高效加载器、中文医学NLP公开资源整理 、MedQuAD：(英文)医学问答数据集、将自然语言数字串解析转换为整数和浮点数、Transfer Learning in Natural Language Processing (NLP) 、面向语音识别的中文/英文发音辞典、Tokenizers：注重性能与多功能性的最先进分词器、CLUENER 细粒度命名实体识别 Fine Grained Named Entity Recognition、 基于BERT的中文命名实体识别、中文谣言数据库、NLP数据集/基准任务大列表、nlp相关的一些论文及代码, 包括主题模型、词向量(Word Embedding)、命名实体识别(NER)、文本分类(Text Classificatin)、文本生成(Text Generation)、文本相似性(Text Similarity)计算等，涉及到各种与nlp相关的算法，基于keras和tensorflow 、Python文本挖掘/NLP实战示例、 Blackstone：面向非结构化法律文本的spaCy pipeline和NLP模型通过同义词替换实现文本“变脸” 、中文 预训练 ELECTREA 模型: 基于对抗学习 pretrain Chinese Model 、albert-chinese-ner - 用预训练语言模型ALBERT做中文NER 、基于GPT2的特定主题文本生成/文本增广、开源预训练语言模型合集、多语言句向量包、编码、标记和实现：一种可控高效的文本生成方法、 英文脏话大列表 、attnvis：GPT2、BERT等transformer语言模型注意力交互可视化、CoVoST：Facebook发布的多语种语音-文本翻译语料库，包括11种语言(法语、德语、荷兰语、俄语、西班牙语、意大利语、土耳其语、波斯语、瑞典语、蒙古语和中文)的语音、文字转录及英文译文、Jiagu自然语言处理工具 - 以BiLSTM等模型为基础，提供知识图谱关系抽取 中文分词 词性标注 命名实体识别 情感分析 新词发现 关键词 文本摘要 文本聚类等功能、用unet实现对文档表格的自动检测，表格重建、NLP事件提取文献资源列表 、 金融领域自然语言处理研究资源大列表、CLUEDatasetSearch - 中英文NLP数据集：搜索所有中文NLP数据集，附常用英文NLP数据集 、medical_NER - 中文医学知识图谱命名实体识别 、(哈佛)讲因果推理的免费书、知识图谱相关学习资料/数据集/工具资源大列表、Forte：灵活强大的自然语言处理pipeline工具集 、Python字符串相似性算法库、PyLaia：面向手写文档分析的深度学习工具包、TextFooler：针对文本分类/推理的对抗文本生成模块、Haystack：灵活、强大的可扩展问答(QA)框架、中文关键短语抽取工具"
system-design-101,ByteByteGoHq,https://github.com/ByteByteGoHq/system-design-101,75427,702,0,0,0,Unknown,0,0,0,8106,Explain complex systems using visuals and simple terms. Help you prepare for system design interviews.
syncthing,syncthing,https://github.com/syncthing/syncthing,75330,4285,0,10000,0,Go,0,0,0,4711,Open Source Continuous File Synchronization
github-readme-stats,anuraghazra,https://github.com/anuraghazra/github-readme-stats,75145,1868,0,0,0,JavaScript,0,0,0,25686,:zap: Dynamically generated stats for your github readmes
vite,vitejs,https://github.com/vitejs/vite,74820,1947,0,10000,0,TypeScript,0,0,0,7096,Next generation frontend tooling. It's fast!
json-server,typicode,https://github.com/typicode/json-server,74806,4284,0,38,0,JavaScript,0,0,0,7208,Get a full fake REST API with zero coding in less than 30 seconds (seriously)
union,unionlabs,https://github.com/unionlabs/union,74261,827,0,95,0,Rust,0,0,0,3786,"The trust-minimized, zero-knowledge bridging protocol, designed for censorship resistance, extremely high security, and usage in decentralized finance."
weekly,ruanyf,https://github.com/ruanyf/weekly,74071,2503,0,0,0,Unknown,0,0,0,3579,科技爱好者周刊，每周五发布
immich,immich-app,https://github.com/immich-app/immich,73808,1294,0,10000,0,TypeScript,0,0,0,3895,High performance self-hosted photo and video management solution.
elasticsearch,elastic,https://github.com/elastic/elasticsearch,73586,5672,0,10000,0,Java,0,0,0,25384,"Free and Open Source, Distributed, RESTful Search Engine"
hoppscotch,hoppscotch,https://github.com/hoppscotch/hoppscotch,73572,2191,0,83,0,TypeScript,0,0,0,5122,"Open source API development ecosystem - https://hoppscotch.io (open-source alternative to Postman, Insomnia)"
uptime-kuma,louislam,https://github.com/louislam/uptime-kuma,73522,1510,0,10000,0,JavaScript,0,0,0,6537,A fancy self-hosted monitoring tool
code-server,coder,https://github.com/coder/code-server,73489,2366,0,10000,0,TypeScript,0,0,0,6187,VS Code in the browser
awesome-vue,vuejs,https://github.com/vuejs/awesome-vue,73190,3593,3557,0,0,Unknown,228,190,0.8333333333333334,9476,🎉 A curated list of awesome things related to Vue.js
fzf,junegunn,https://github.com/junegunn/fzf,73056,4319,594,70,0,Go,3014,2779,0.9220305242203053,2572,:cherry_blossom: A command-line fuzzy finder
Best-websites-a-programmer-should-visit,sdmg15,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,72835,3090,419,0,0,Unknown,174,103,0.5919540229885057,8348,:link: Some useful websites for programmers.
Deep-Live-Cam,hacksider,https://github.com/hacksider/Deep-Live-Cam,72613,696,85,8,0,Python,986,917,0.9300202839756593,10488,real time face swap and one-click video deepfake with only a single image
nest,nestjs,https://github.com/nestjs/nest,72320,3119,7406,10000,0,TypeScript,5673,5644,0.9948880662788648,7987,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀"
markitdown,microsoft,https://github.com/microsoft/markitdown,72080,280,147,14,0,Python,323,69,0.21362229102167182,3929,Python tool for converting files and office documents to Markdown.
d2l-zh,d2l-ai,https://github.com/d2l-ai/d2l-zh,71814,2919,1018,16,0,Python,0,0,0,11813,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。
stable-diffusion,CompVis,https://github.com/CompVis/stable-diffusion,71353,1106,5,0,0,Jupyter Notebook,727,195,0.26822558459422285,10498,A latent text-to-image diffusion model
clash-verge-rev,clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,71033,638,319,49,0,TypeScript,3774,3664,0.9708532061473238,5367,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience"
gemini-cli,google-gemini,https://github.com/google-gemini/gemini-cli,70788,125,1892,46,0,TypeScript,3519,2010,0.5711849957374254,7203,An open-source AI agent that brings the power of Gemini directly into your terminal.
screenshot-to-code,abi,https://github.com/abi/screenshot-to-code,70762,645,0,0,0,Python,0,0,0,8761,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue)
Front-End-Checklist,thedaviddias,https://github.com/thedaviddias/Front-End-Checklist,70670,2865,0,1,0,Unknown,0,0,0,6539,🗂 The perfect Front-End Checklist for modern websites and meticulous developers
redis,redis,https://github.com/redis/redis,70540,5996,0,96,0,C,0,0,0,24190,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine."
moby,moby,https://github.com/moby/moby,70501,4597,0,10000,0,Go,0,0,0,18799,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems
flask,pallets,https://github.com/pallets/flask,70196,5615,0,37,0,Python,0,0,0,16524,The Python micro framework for building web applications.
Ventoy,ventoy,https://github.com/ventoy/Ventoy,70000,1989,0,10000,0,C,0,0,0,4447,A new bootable USB solution.
cs-video-courses,Developer-Y,https://github.com/Developer-Y/cs-video-courses,69608,3225,0,0,0,Unknown,0,0,0,9369,List of Computer Science courses with video lectures.
grafana,grafana,https://github.com/grafana/grafana,69543,4270,0,10000,0,TypeScript,0,0,0,12873,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. "
awesome-react,enaqx,https://github.com/enaqx/awesome-react,69493,4032,0,0,0,Unknown,0,0,0,7407,A collection of awesome things regarding React ecosystem
reveal.js,hakimel,https://github.com/hakimel/reveal.js,69441,5188,0,49,0,JavaScript,0,0,0,16740,The HTML Presentation Framework
awesome-machine-learning,josephmisiti,https://github.com/josephmisiti/awesome-machine-learning,69388,4054,0,0,0,Python,0,0,0,15052,"A curated list of awesome Machine Learning frameworks, libraries and software."
PayloadsAllTheThings,swisskyrepo,https://github.com/swisskyrepo/PayloadsAllTheThings,69331,3228,0,5,0,Python,0,0,0,15825,A list of useful payloads and bypass for Web Application Security and Pentest/CTF
strapi,strapi,https://github.com/strapi/strapi,69205,3612,0,10000,0,TypeScript,0,0,0,8879,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first."
gpt_academic,binary-husky,https://github.com/binary-husky/gpt_academic,69137,884,0,32,0,Python,0,0,0,8366,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
swift,swiftlang,https://github.com/swiftlang/swift,68970,3589,0,60,0,C++,0,0,0,10518,The Swift Programming Language
tesseract,tesseract-ocr,https://github.com/tesseract-ocr/tesseract,68963,4026,0,34,0,C++,0,0,0,10135,Tesseract Open Source OCR Engine (main repository)
protobuf,protocolbuffers,https://github.com/protocolbuffers/protobuf,68848,4012,0,10000,0,C++,0,0,0,15829,Protocol Buffers - Google's data interchange format
cpython,python,https://github.com/python/cpython,68459,3113,0,0,0,Python,0,0,0,32673,The Python programming language
node,base,https://github.com/base/node,68446,931,0,54,0,Go,0,0,0,2758,Everything required to run your own Base node
browser-use,browser-use,https://github.com/browser-use/browser-use,68237,293,976,73,0,Python,1055,550,0.5213270142180095,7902,🌐 Make websites accessible for AI agents. Automate tasks online with ease.
sherlock,sherlock-project,https://github.com/sherlock-project/sherlock,68114,2431,641,1,0,Python,1074,970,0.9031657355679702,7862,Hunt down social media accounts by username across social networks
imgui,ocornut,https://github.com/ocornut/imgui,67700,4048,398,10000,0,C++,6534,5524,0.8454239363330273,11135,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies
superset,apache,https://github.com/apache/superset,67660,3683,14823,10000,0,TypeScript,11627,11163,0.9600928872452051,15535,Apache Superset is a Data Visualization and Data Exploration Platform
express,expressjs,https://github.com/expressjs/express,67557,5899,459,10000,0,JavaScript,3990,3885,0.9736842105263158,20320,"Fast, unopinionated, minimalist web framework for node."
openai-cookbook,openai,https://github.com/openai/openai-cookbook,67298,1259,862,0,0,Jupyter Notebook,598,557,0.931438127090301,11179,Examples and guides for using the OpenAI API
new-pac,Alvin9999,https://github.com/Alvin9999/new-pac,67209,3437,0,0,0,Python,1769,1333,0.7535330695308083,10271,翻墙-科学上网、自由上网、免费科学上网、免费翻墙、fanqiang、油管youtube/视频下载、软件、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、科学上网、youtube视频下载、youtube油管镜像/免翻墙网站、美区apple id共享账号、翻墙-科学上网-梯子
awesome-mcp-servers,punkpeye,https://github.com/punkpeye/awesome-mcp-servers,66746,263,920,0,0,Unknown,102,74,0.7254901960784313,5380,A collection of MCP servers.
cs-self-learning,PKUFlyingPig,https://github.com/PKUFlyingPig/cs-self-learning,66582,1400,295,5,0,HTML,213,104,0.48826291079812206,7557,计算机自学指南
LLMs-from-scratch,rasbt,https://github.com/rasbt/LLMs-from-scratch,66438,759,388,0,0,Jupyter Notebook,172,168,0.9767441860465116,9318,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
Chart.js,chartjs,https://github.com/chartjs/Chart.js,66400,4539,0,10000,0,JavaScript,0,0,0,11964,Simple HTML5 Charts using the <canvas> tag
obs-studio,obsproject,https://github.com/obsproject/obs-studio,66304,4341,0,10000,0,C,0,0,0,8627,OBS Studio - Free and open source software for live streaming and screen recording
caddy,caddyserver,https://github.com/caddyserver/caddy,66271,3872,0,10000,0,Go,0,0,0,4459,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS
localsend,localsend,https://github.com/localsend/localsend,66243,979,0,24,0,Dart,0,0,0,3535,An open-source cross-platform alternative to AirDrop
ansible,ansible,https://github.com/ansible/ansible,65981,4915,0,10000,0,Python,0,0,0,24055,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com."
awesome-cpp,fffaraz,https://github.com/fffaraz/awesome-cpp,65773,4052,0,0,0,Unknown,0,0,0,8076,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff."
tabby,Eugeny,https://github.com/Eugeny/tabby,65622,3162,0,10000,0,TypeScript,0,0,0,3688,A terminal for a more modern age
33-js-concepts,leonardomso,https://github.com/leonardomso/33-js-concepts,65529,2542,0,0,0,JavaScript,0,0,0,9107,📜 33 JavaScript concepts every developer should know.
webpack,webpack,https://github.com/webpack/webpack,65494,4911,0,10000,0,JavaScript,0,0,0,9092,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff."
uv,astral-sh,https://github.com/astral-sh/uv,65366,688,0,10000,0,Rust,0,0,0,1903,"An extremely fast Python package and project manager, written in Rust."
act,nektos,https://github.com/nektos/act,65227,2422,0,88,0,Go,0,0,0,1701,Run your GitHub Actions locally 🚀
servers,modelcontextprotocol,https://github.com/modelcontextprotocol/servers,65073,275,0,19,0,TypeScript,0,0,0,7587,Model Context Protocol Servers
SecLists,danielmiessler,https://github.com/danielmiessler/SecLists,65060,4932,0,28,0,PHP,0,0,0,24563,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more."
AppFlowy,AppFlowy-IO,https://github.com/AppFlowy-IO/AppFlowy,65007,1526,0,10000,0,Dart,0,0,0,4500,"Bring projects, wikis, and teams together with AI. AppFlowy is the AI collaborative workspace where you achieve more without losing control of your data. The leading open source Notion alternative."
gpt4free,xtekky,https://github.com/xtekky/gpt4free,64986,875,0,10000,0,Python,0,0,0,13691,"The official gpt4free repository | various collection of powerful language models | o4, o3 and deepseek r1, gpt-4.1, gemini 2.5"
javascript-questions,lydiahallie,https://github.com/lydiahallie/javascript-questions,64782,2261,327,0,0,Unknown,250,233,0.932,9185,"A long list of (advanced) JavaScript questions, and their explanations :sparkles:  "
lobe-chat,lobehub,https://github.com/lobehub/lobe-chat,64676,822,2504,10000,0,TypeScript,4327,3438,0.7945458747400046,13418,"🤯 Lobe Chat - an open-source, modern design AI chat framework. Supports multiple AI providers (OpenAI / Claude 4 / Gemini / DeepSeek / Ollama / Qwen), Knowledge Base (file upload / RAG ), one click install MCP Marketplace and Artifacts / Thinking. One-click FREE deployment of your private AI Agent application."
awesome-scalability,binhnguyennus,https://github.com/binhnguyennus/awesome-scalability,64648,2793,36,0,0,Unknown,0,0,0,6559,"The Patterns of Scalable, Reliable, and Performant Large-Scale Systems"
Stirling-PDF,Stirling-Tools,https://github.com/Stirling-Tools/Stirling-PDF,64492,936,2213,10000,0,Java,1393,1077,0.7731514716439339,5499,#1 Locally hosted web application that allows you to perform various operations on PDF files
echarts,apache,https://github.com/apache/echarts,64417,4522,1445,10000,0,TypeScript,19082,17223,0.902578346085316,19761,"Apache ECharts is a powerful, interactive charting and data visualization library for browser"
interviews,kdn251,https://github.com/kdn251/interviews,64381,3109,41,0,0,Java,56,24,0.42857142857142855,12947,Everything you need to know to get the job.
awesome-public-datasets,awesomedata,https://github.com/awesomedata/awesome-public-datasets,64118,3926,186,1,0,Unknown,118,48,0.4067796610169492,10199,A topic-centric list of HQ open datasets.
zed,zed-industries,https://github.com/zed-industries/zed,64108,1642,16317,10000,0,Rust,14077,11470,0.8148042906869362,4971,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter."
lazygit,jesseduffield,https://github.com/jesseduffield/lazygit,63824,2651,1681,10000,0,Go,2289,1592,0.6955002184359983,2198,simple terminal UI for git commands
nocode,kelseyhightower,https://github.com/kelseyhightower/nocode,63769,2752,1,1,0,Dockerfile,4861,716,0.14729479530960707,4765,The best way to write secure and reliable applications. Write nothing; deploy nowhere.
the-algorithm,twitter,https://github.com/twitter/the-algorithm,63502,877,0,0,0,Scala,0,0,0,12165,Source code for Twitter's Recommendation Algorithm
keras,keras-team,https://github.com/keras-team/keras,63352,3799,0,80,0,Python,0,0,0,19613,Deep Learning for humans
anime,juliangarnier,https://github.com/juliangarnier/anime,63298,3447,0,22,0,JavaScript,0,0,0,4230,JavaScript animation engine
scikit-learn,scikit-learn,https://github.com/scikit-learn/scikit-learn,63085,5482,0,47,0,Python,0,0,0,26162,scikit-learn: machine learning in Python
design-resources-for-developers,bradtraversy,https://github.com/bradtraversy/design-resources-for-developers,62780,1932,0,0,0,Unknown,0,0,0,11826,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more"
ragflow,infiniflow,https://github.com/infiniflow/ragflow,62764,617,0,31,0,TypeScript,0,0,0,6460,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
Java,TheAlgorithms,https://github.com/TheAlgorithms/Java,62745,3322,0,0,0,Java,0,0,0,20139,All Algorithms implemented in Java
annotated_deep_learning_paper_implementations,labmlai,https://github.com/labmlai/annotated_deep_learning_paper_implementations,62643,1821,0,0,0,Python,0,0,0,6353,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠"
resume.github.com,resume,https://github.com/resume/resume.github.com,62596,5309,0,0,0,JavaScript,0,0,0,1355,Resumes generated using the GitHub informations
Apollo-11,chrislgarry,https://github.com/chrislgarry/Apollo-11,62484,4157,0,0,0,Assembly,0,0,0,7250,Original Apollo 11 Guidance Computer (AGC) source code for the command and lunar modules.
OpenHands,All-Hands-AI,https://github.com/All-Hands-AI/OpenHands,62345,525,0,76,0,Python,0,0,0,7442,"🙌 OpenHands: Code Less, Make More"
socket.io,socketio,https://github.com/socketio/socket.io,62316,5641,0,75,0,TypeScript,0,0,0,10139,Realtime application framework (Node.JS server)
awesome-courses,prakhar1989,https://github.com/prakhar1989/awesome-courses,62314,3931,0,0,0,Unknown,0,0,0,8230,:books: List of awesome university courses for learning Computer Science!
awesome-nodejs,sindresorhus,https://github.com/sindresorhus/awesome-nodejs,62290,4058,0,0,0,Unknown,0,0,0,6055,:zap: Delightful Node.js packages and resources
sway,FuelLabs,https://github.com/FuelLabs/sway,62144,1674,0,10000,0,Rust,0,0,0,5409,🌴 Empowering everyone to build reliable and efficient smart contracts.
docusaurus,facebook,https://github.com/facebook/docusaurus,61375,2983,0,10000,0,TypeScript,0,0,0,9326,Easy to maintain open source documentation websites.
redux,reduxjs,https://github.com/reduxjs/redux,61307,3736,0,78,0,TypeScript,0,0,0,15197,A JS library for predictable global state management
